scenario_id,scenario_name,weather_state,seeing,seeing_score,transparency,transparency_score,bortle_class,viirs_radiance,target_id,target_name,target_category,object_type,observation_type,equipment_type,setup_type,setup_text,display_label,suggested_position,magnification,magnification_value,barlow,difficulty,selection_score,alternative,high_magnification,wide_field,option_count,duplicate_option_count,ambiguous_option_label_count,explanation
P01,Solo occhio nudo,"sereno, meteo neutro",Unknown,,Unknown,,4,,messier-M42,M42 Great Orion Nebula,Messier wide-field,H II region nebula,WideField,NakedEye,naked_eye,Serve almeno un binocolo o telescopio,,,n/d,,No,Non adatto a occhio nudo,0.0,Binocolo o telescopio consigliato,,,0,0,0,Oggetto non realistico senza strumento ottico.
P01,Solo occhio nudo,"sereno, meteo neutro",Unknown,,Unknown,,4,,messier-M44,M44 Beehive Cluster or Praesepe,Messier wide-field,Open cluster,WideField,NakedEye,naked_eye,Occhio nudo,,,n/d,,No,Facile,20.0,Occhio nudo,,,0,0,0,Oggetto compatibile con osservazione a occhio nudo.
P01,Solo occhio nudo,"sereno, meteo neutro",Unknown,,Unknown,,4,,messier-M45,"M45 Pleiades, Seven Sisters or Subaru",Messier wide-field,Open cluster,WideField,NakedEye,naked_eye,Occhio nudo,,,n/d,,No,Facile,20.0,Occhio nudo,,,0,0,0,Oggetto compatibile con osservazione a occhio nudo.
P01,Solo occhio nudo,"sereno, meteo neutro",Unknown,,Unknown,,4,,messier-M51,M51 Whirlpool Galaxy,Messier galaxy,Spiral galaxy,General,NakedEye,naked_eye,Serve almeno un binocolo o telescopio,,,n/d,,No,Non adatto a occhio nudo,0.0,Binocolo o telescopio consigliato,,,0,0,0,Oggetto non realistico senza strumento ottico.
P01,Solo occhio nudo,"sereno, meteo neutro",Unknown,,Unknown,,4,,messier-M57,M57 Ring Nebula,Messier planetary nebula,Planetary nebula,HighMagnification,NakedEye,naked_eye,Serve almeno un binocolo o telescopio,,,n/d,,No,Non adatto a occhio nudo,0.0,Binocolo o telescopio consigliato,,,0,0,0,Oggetto non realistico senza strumento ottico.
P01,Solo occhio nudo,"sereno, meteo neutro",Unknown,,Unknown,,4,,messier-M81,M81 Bode's Galaxy,Messier galaxy,Spiral galaxy,General,NakedEye,naked_eye,Serve almeno un binocolo o telescopio,,,n/d,,No,Non adatto a occhio nudo,0.0,Binocolo o telescopio consigliato,,,0,0,0,Oggetto non realistico senza strumento ottico.
P01,Solo occhio nudo,"sereno, meteo neutro",Unknown,,Unknown,,4,,messier-M92,M92,Messier globular,Globular cluster,General,NakedEye,naked_eye,Serve almeno un binocolo o telescopio,,,n/d,,No,Non adatto a occhio nudo,0.0,Binocolo o telescopio consigliato,,,0,0,0,Oggetto non realistico senza strumento ottico.
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,mercury,Mercurio,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Difficile,37.9,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 7x con pupilla 7,1 mm."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,venus,Venere,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Difficile,37.9,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 7x con pupilla 7,1 mm."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,mars,Marte,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Difficile,37.9,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 7x con pupilla 7,1 mm."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,jupiter,Giove,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Difficile,37.9,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 7x con pupilla 7,1 mm."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,saturn,Saturno,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Difficile,37.9,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 7x con pupilla 7,1 mm."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,uranus,Urano,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Difficile,37.9,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 7x con pupilla 7,1 mm."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,neptune,Nettuno,Planet,Pianeta,HighMagnification,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Difficile,35.9,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 7x con pupilla 7,1 mm."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M1,M1 Crab Nebula,Messier general,Supernova remnant,General,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Media,47.9,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 7x con pupilla 7,1 mm; un telescopio può mostrare più dettaglio se disponibile."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M3,M3,Messier globular,Globular cluster,General,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Media,60.0,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 7x con pupilla 7,1 mm; un telescopio può mostrare più dettaglio se disponibile."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M5,M5 Rose Cluster,Messier globular,Globular cluster,General,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Media,60.0,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 7x con pupilla 7,1 mm; un telescopio può mostrare più dettaglio se disponibile."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M7,M7 Ptolemy's Cluster,Messier wide-field,Open cluster,WideField,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Facile,81.0,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 7x con pupilla 7,1 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M8,M8 Lagoon Nebula,Messier wide-field,Nebula with cluster,WideField,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Facile,75.8,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 7x con pupilla 7,1 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M13,M13 Great Hercules Cluster,Messier globular,Globular cluster,General,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Media,60.0,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 7x con pupilla 7,1 mm; un telescopio può mostrare più dettaglio se disponibile."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M15,M15 Great Pegasus Cluster,Messier globular,Globular cluster,General,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Media,60.0,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 7x con pupilla 7,1 mm; un telescopio può mostrare più dettaglio se disponibile."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M17,"M17 Omega, Swan, Horseshoe, Lobster, or Checkmark Nebula",Messier nebula,H II region nebula with cluster,General,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Media,60.0,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 7x con pupilla 7,1 mm; un telescopio può mostrare più dettaglio se disponibile."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M24,M24 Small Sagittarius Star Cloud,Messier wide-field,Milky Way star cloud,WideField,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Facile,81.0,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 7x con pupilla 7,1 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M27,M27 Dumbbell Nebula,Messier planetary nebula,Planetary nebula,General,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Media,51.9,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 7x con pupilla 7,1 mm; un telescopio può mostrare più dettaglio se disponibile."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M31,M31 Andromeda Galaxy,Messier wide-field,Spiral galaxy,WideField,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Facile,81.0,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 7x con pupilla 7,1 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M42,M42 Great Orion Nebula,Messier wide-field,H II region nebula,WideField,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Facile,81.0,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 7x con pupilla 7,1 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M44,M44 Beehive Cluster or Praesepe,Messier wide-field,Open cluster,WideField,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Facile,75.8,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 7x con pupilla 7,1 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M45,"M45 Pleiades, Seven Sisters or Subaru",Messier wide-field,Open cluster,WideField,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Facile,81.0,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 7x con pupilla 7,1 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M51,M51 Whirlpool Galaxy,Messier galaxy,Spiral galaxy,General,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Media,51.9,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 7x con pupilla 7,1 mm; un telescopio può mostrare più dettaglio se disponibile."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M57,M57 Ring Nebula,Messier planetary nebula,Planetary nebula,HighMagnification,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Difficile,31.9,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 7x con pupilla 7,1 mm."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M81,M81 Bode's Galaxy,Messier galaxy,Spiral galaxy,General,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Media,54.8,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 7x con pupilla 7,1 mm; un telescopio può mostrare più dettaglio se disponibile."
P02,Binocolo 7x50 sotto cielo scuro,sereno secco,Good,72,Excellent,82,3,0.6,messier-M92,M92,Messier globular,Globular cluster,General,Binocular,binocular,Celestron Cometron 7×50,Celestron Cometron 7×50,,7x,7,No,Media,60.0,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 7x con pupilla 7,1 mm; un telescopio può mostrare più dettaglio se disponibile."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,mercury,Mercurio,Planet,Pianeta,HighMagnification,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Difficile,39.6,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 10x con pupilla 5,0 mm."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,venus,Venere,Planet,Pianeta,HighMagnification,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Difficile,39.6,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 10x con pupilla 5,0 mm."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,mars,Marte,Planet,Pianeta,HighMagnification,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Difficile,39.6,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 10x con pupilla 5,0 mm."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,jupiter,Giove,Planet,Pianeta,HighMagnification,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Difficile,39.6,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 10x con pupilla 5,0 mm."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,saturn,Saturno,Planet,Pianeta,HighMagnification,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Difficile,39.6,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 10x con pupilla 5,0 mm."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,uranus,Urano,Planet,Pianeta,HighMagnification,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Difficile,39.6,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 10x con pupilla 5,0 mm."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,neptune,Nettuno,Planet,Pianeta,HighMagnification,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Difficile,37.6,n/d,,,1,0,0,"Il binocolo permette di individuare l'oggetto, ma non è ideale per i dettagli: servirebbe maggiore ingrandimento. Configurazione disponibile: 10x con pupilla 5,0 mm."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M1,M1 Crab Nebula,Messier general,Supernova remnant,General,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Media,60.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 10x con pupilla 5,0 mm; un telescopio può mostrare più dettaglio se disponibile."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M3,M3,Messier globular,Globular cluster,General,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,76.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 10x con pupilla 5,0 mm; un telescopio può mostrare più dettaglio se disponibile."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M5,M5 Rose Cluster,Messier globular,Globular cluster,General,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,76.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 10x con pupilla 5,0 mm; un telescopio può mostrare più dettaglio se disponibile."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M7,M7 Ptolemy's Cluster,Messier wide-field,Open cluster,WideField,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,100.0,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 10x con pupilla 5,0 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M8,M8 Lagoon Nebula,Messier wide-field,Nebula with cluster,WideField,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,94.8,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 10x con pupilla 5,0 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M13,M13 Great Hercules Cluster,Messier globular,Globular cluster,General,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,76.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 10x con pupilla 5,0 mm; un telescopio può mostrare più dettaglio se disponibile."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M15,M15 Great Pegasus Cluster,Messier globular,Globular cluster,General,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,76.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 10x con pupilla 5,0 mm; un telescopio può mostrare più dettaglio se disponibile."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M17,"M17 Omega, Swan, Horseshoe, Lobster, or Checkmark Nebula",Messier nebula,H II region nebula with cluster,General,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,76.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 10x con pupilla 5,0 mm; un telescopio può mostrare più dettaglio se disponibile."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M24,M24 Small Sagittarius Star Cloud,Messier wide-field,Milky Way star cloud,WideField,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,100.0,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 10x con pupilla 5,0 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M27,M27 Dumbbell Nebula,Messier planetary nebula,Planetary nebula,General,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Media,64.5,n/d,,,1,0,0,"Configurazione utilizzabile a basso ingrandimento: 10x con pupilla 5,0 mm; un telescopio può mostrare più dettaglio se disponibile."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M31,M31 Andromeda Galaxy,Messier wide-field,Spiral galaxy,WideField,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,91.7,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 10x con pupilla 5,0 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
P03,Binocolo 10x50 suburbano,sereno medio,Average,60,Good,65,5,8,messier-M42,M42 Great Orion Nebula,Messier wide-field,H II region nebula,WideField,Binocular,binocular,Nikon Aculon A211 10×50,Nikon Aculon A211 10×50,,10x,10,No,Facile,100.0,n/d,,,1,0,0,"Oggetto esteso: il binocolo offre una visione più naturale a largo campo. 10x con pupilla 5,0 mm; il campo reale non è stimato perché il catalogo binocoli non include il FOV."
